item_id;vectors
391;-0.047609426|0.079251274|-0.041509245|-0.031226192|-0.014279345|0.064639784|-0.09953148|-0.21183681|0.08564408|-0.06288446|-0.07135619|-0.03227165|-0.15429565|0.082548685|0.033824746|0.044900976|-0.112780616|0.076279126|0.08105118|0.14474574|0.077161536|0.10151994|-0.07505157|-0.06356337|0.091601044|-0.12343795|-0.01389867|0.05474489|-0.013748293|0.03178785|-0.0022553378|0.063023575|0.085777685|-0.05821852|-0.18731019|-0.2505751|0.04167276|-0.18730138|0.17943358|-0.015426429|-0.016358983|-0.028651511|0.014622852|-0.024768084|-0.07970081|-0.004815184|0.025326088|-0.18532157|0.070304446|-0.102875166|-0.08431239|-0.10326227|0.0019686008|-0.045562595|-0.0016283565|-0.013649338|-0.0802529|0.060074512|-0.06451204|0.13273554|0.07549864|0.076473586|-0.047382645|-0.0546359|-0.0015867662|0.13417958|-0.05324316|0.0069882|-0.1332399|-0.08527798|0.122382626|-0.02468419|-0.1321826|-0.0393465|-0.09521527|-0.016571896|0.027645655|0.0075893|0.06550318|-0.1417189|0.19678|-0.014467343|0.10715677|-0.11510222|-0.068778045|0.006467845|-0.013925338|0.06939698|-0.039161157|0.031173069|-0.016954452|0.15729268|0.062744126|0.0029961145|-0.06224148|0.006319589|-0.07457292|0.01857801|0.082659155|-0.04774395
392;-0.15775362|0.0017708256|-0.09617159|-0.13361181|0.05994307|-0.011669158|0.010430963|-0.023682604|-0.101331644|0.0781635|0.03762765|-0.044958264|0.0111002745|-0.0062754676|-0.26509267|-0.089672014|0.048190355|0.16554241|-0.049446262|-0.061009184|-0.086200275|-0.039185524|0.06522374|-0.030903311|0.015336718|0.17708373|-0.124056816|0.01084783|0.048146233|-0.007467796|-0.03167997|0.0082253935|-0.004912544|0.014701301|-0.014387703|0.14174089|-0.09817111|-0.018482879|0.012331979|-0.08132422|-0.07334431|-0.01228833|0.0055790376|0.048589878|0.11411197|0.03276633|-0.076732285|-0.10113178|-0.058358777|0.018509313|0.025216406|0.0155003425|0.02025142|-0.03404957|0.0156811|-0.06530949|-0.053686105|0.074410684|0.012519355|0.19355364|0.08137845|0.034973264|0.044887464|0.0090865325|-0.0951696|0.0069239098|0.024422338|0.026279222|0.103389785|0.075877756|0.0031188556|0.030894129|0.06553367|-0.04594191|0.0016340134|-0.003971486|0.064637065|-0.047369868|-0.10565369|0.06167195|0.06072277|-0.045277856|-0.0066078384|0.032048974|0.17640044|0.050913353|-0.043702114|0.016601404|-0.14006783|0.07239335|0.12088261|-0.07679604|0.033800893|-0.11320885|-0.095567256|-0.03025474|0.031183206|0.07825412|0.06636826|0.10452524
393;-0.018704472|0.07459807|0.11390875|-0.008299352|-0.02392313|0.08061925|-0.017269922|-0.12616986|0.073256165|0.10401464|0.07905261|0.0053911186|0.047822006|0.030950751|0.06810361|0.05380827|-0.092094764|0.081565194|0.059627835|-0.0057437103|0.02630163|-0.013242096|0.010492385|0.03201292|-0.055764392|0.012890135|-0.18379478|-0.06343199|-0.07313327|-0.048508517|-0.0043100114|0.085694425|-0.0862294|-0.06766018|0.12446348|0.023999631|-0.057301354|0.02235406|-0.028881673|0.1482766|0.09821714|-0.07460183|0.01161765|0.0009199999|0.022090841|0.044722714|0.09762293|-0.07674655|0.02674688|-0.08316247|0.09681621|-0.057146527|0.043253496|-0.071987316|-0.06327801|0.012687371|-0.03187556|-0.11169822|-0.04475883|0.10183929|-0.054216426|0.08754926|0.07448529|-0.0053315894|-0.04743667|0.07508066|0.0105303405|0.08466126|-0.053086404|-0.04452845|-0.058353633|0.14034753|0.03997893|0.09397992|0.064799935|-0.055514082|0.029809495|0.026084224|0.09903317|-0.17894883|0.0130554205|-0.114072695|-0.11680196|-0.07557976|0.07809998|0.017403476|-0.06299105|0.08513584|0.078140795|-0.040325366|4.4288026e-05|-0.08081901|-0.024591396|0.014080546|-0.088898644|0.082479775|-0.032682568|-0.062033746|-0.10479713|0.07481094
394;-0.034896888|0.15289882|-0.013082692|-0.014726931|0.027204053|-0.027468648|-0.005652293|-0.039964154|0.066764325|0.07164694|-0.09013613|0.026526578|0.10326077|-0.014300035|-0.17783087|-0.020854527|0.1367963|-0.12172971|0.09168011|-0.10102119|-0.015088511|0.05814372|0.022426687|-0.003150777|-0.06124972|-0.01350396|-0.04046939|-0.07633346|-0.0007997912|-0.1483238|-0.02293924|-0.047804575|0.02222932|0.012448374|0.023139108|0.07925905|-0.011931361|-0.05710101|-0.027240457|-0.019370072|0.039907508|-0.0018372092|-0.0027806498|-0.007089578|-0.12386805|-0.10840596|0.031536434|-0.12924567|-0.045190636|0.023037367|0.021841718|0.019055812|0.051524304|0.18020107|0.16834374|0.053185318|0.04652635|-0.09469399|-0.11225783|-0.014595987|0.03619989|0.11107488|0.03465515|0.05785061|0.08553909|-0.014007006|-0.118847646|0.016687155|0.030823939|-0.042631265|-0.101191886|0.117068954|-0.124304906|0.116771616|0.019318394|0.04411809|-0.059791975|0.16485594|-0.060125966|0.0038843348|-0.13459998|-0.155549|-0.052480377|-0.048465908|0.06730898|0.0049443413|-0.041981563|-0.13489759|-0.07301719|0.104136966|0.009968583|-0.04534454|-0.05645831|-0.0433875|-0.020202894|0.16194353|-0.0013523495|-0.07374187|0.07549922|0.056763757
395;-0.09018077|-0.0798295|-0.04193459|0.038891625|-0.03362963|-0.068849124|0.054899856|-0.060725365|-0.10638781|-0.061797842|0.05361075|0.023080675|0.00047971716|-0.049166165|-0.081884325|0.05800632|-0.08078263|-0.013740445|0.028549494|0.036343012|-0.102354154|-0.047197588|-0.08469072|-0.025416303|0.03283985|-0.00667639|-0.1301264|-0.08006694|0.06998621|-0.009753448|-0.0030243355|-0.0015318965|0.033421192|-0.022491671|0.01248354|-0.0631556|-0.0378527|0.02360694|-0.030069765|-0.0349078|-0.040136807|0.03541427|-0.017607769|-0.09568979|-0.069721945|-0.027769448|-0.04465493|0.009789355|-0.100738674|0.12951227|0.030879138|0.023973692|0.040085584|-0.0087316455|0.00083328114|0.025786681|0.035049543|0.03631491|0.056398675|0.0909046|-0.08919213|0.012462989|0.025713596|-0.06550977|0.024868282|0.009036564|-0.07781617|0.009083255|-0.0015015006|-0.011155895|0.07262484|0.061447043|0.026208121|-0.050693624|-0.013928883|0.01168818|-0.036572948|0.027623175|0.11058301|-0.080993146|0.013298547|0.006294125|-0.0078006284|-0.017992608|-0.031825773|-0.19825606|-0.09976487|0.07590406|-0.079276875|-0.04136081|-0.08304908|-0.025235925|0.15412301|-0.07208726|-0.0076878397|-0.010547165|-0.017168973|-0.04842642|0.08936077|0.011578091
396;0.045656655|-0.02601102|0.09013723|0.0359199|0.031293064|-0.08361394|-0.08235401|0.07698689|-0.020288821|0.019626211|0.018923216|0.037023585|0.034857266|-0.0021930449|-0.09445652|-0.060014356|0.029360335|-0.007947553|-0.06895616|0.0047523575|-0.0022917243|0.018850151|-0.102929026|0.12589104|-0.023864884|-0.018491592|-0.043523885|-0.070503935|0.05532942|0.049867168|-0.10086308|0.07631394|-0.028622478|-0.11622732|0.034785178|-0.009794515|-0.091438144|-0.015085926|0.016684914|-0.04479764|0.12961078|-0.114351824|0.060681548|-0.015406396|-0.09075378|0.02822802|-0.06220019|0.1085926|-0.08918047|0.014667265|0.02401687|-0.01703407|0.06927584|0.014721088|-0.028737284|0.022897648|0.0013065576|-0.0712962|0.063512094|-0.10613684|0.057057798|0.08606859|-0.034763742|0.05404229|-0.084218524|-0.0063328994|0.008106457|-0.02322783|0.062041886|0.0006997572|0.015727814|0.07837861|-0.073360115|-0.05617705|0.034063227|0.033512514|0.057797924|-0.012317957|0.027429663|-0.10550594|0.019354243|-0.036212213|-0.117607795|-0.016610527|-0.017182892|0.058545455|-0.017082762|-0.033872746|0.0046696495|-0.050566737|-0.040918697|-0.042426646|-0.029462935|-0.119402036|-0.05710696|0.062304907|0.11578206|0.085925646|-0.037572566|0.041171916
397;-0.06690957|0.06283164|0.14100043|0.10650763|0.050775297|-0.0135866245|-0.094480634|-0.0069474448|-0.08239432|-0.065687746|-0.009936109|0.028286591|0.032956813|-0.029018112|-0.015698746|-0.046760496|0.004654011|0.013440798|-0.023458587|-0.05794047|-0.016371427|-0.13378546|0.004875677|0.09271975|0.0013635098|0.034997415|-0.01213416|0.024253221|0.0036751209|-0.00059847446|-0.010163363|0.044354066|0.062048227|-0.054522946|-0.024050735|-0.019414216|0.018459674|-0.03992464|-0.0021496802|0.0041096634|0.050069828|-0.012221656|0.052913364|-0.18366438|0.08288633|-0.013199507|0.117665775|0.006663656|0.09475997|0.036674228|0.065929644|0.071233734|-0.10787006|-0.09021491|-0.07743562|-0.18134531|-0.071871355|-0.025090061|-0.007924118|-0.009318284|0.06272715|0.04422564|-0.054125395|-0.060888402|0.017891344|-0.023653029|-0.08759452|0.17999522|0.060806748|0.07843089|-0.06894482|0.008268437|-0.0491014|0.14438783|-0.041133635|-0.091321915|0.12268237|-0.08948917|-0.03449238|-0.05129154|0.16513015|0.06254388|-0.030569922|-0.0144761875|0.010647204|-0.027469652|0.0230256|0.19501238|-0.059048537|-0.13251008|0.034334138|-0.038387977|0.047088925|0.025984643|0.10362643|-0.030085191|-0.013341625|0.07633541|-0.01946848|0.05612805
398;0.10879311|-0.03535345|-0.08061921|0.0040588737|-0.06659713|0.08943582|0.010538164|0.050751477|-0.021072952|-0.06610928|0.033376403|0.048191957|-0.14127219|-0.04994304|0.02458302|-0.030175451|-0.08587718|-0.02837041|0.08280807|0.04581581|0.027407097|0.03047409|-0.0284699|-0.036889575|-0.020103734|-0.028646203|-0.01359076|0.046789765|-0.057475556|-0.036917895|-0.020677315|0.0038791916|-0.04081586|0.021278339|0.11576504|0.040484462|0.041773763|0.06387926|0.014942083|-0.037933964|-0.0037605576|-0.023401055|0.012007654|-0.053205382|-0.031591333|-0.060069535|-0.006596867|0.12041384|-0.051756244|-0.023110336|0.13936986|-0.05244301|-0.055343032|-0.03362851|0.053315368|0.05153842|-0.013547007|-0.017274996|0.06650315|0.04403551|0.12928091|0.071317576|0.11037636|0.0052053393|-0.005724063|-0.0065079713|-0.029999614|0.0033277222|-0.011187877|-0.030643063|0.04053517|-0.03392942|0.06396361|0.05374161|0.044025958|-0.09814586|-0.04110076|0.077108786|0.035493832|-0.061686363|0.12500128|0.079866976|-0.039135344|0.14549775|-0.0037927292|0.03481433|0.10267212|-0.063237526|-0.008433781|0.023536962|-0.041361213|-0.002558855|-0.06119577|0.010962414|0.13463756|0.13128066|0.012327068|-0.0063576694|-0.048875973|0.05616947
399;-0.007471903|-0.055852793|0.04197753|-0.037970297|0.053147435|0.025284182|-0.059894886|-0.14960334|0.07581645|-0.05769007|0.07013566|0.01079874|0.03483179|0.0021606286|-0.010932905|-0.04247271|-0.037338797|-0.02556641|0.017997602|0.0010599156|-0.06662169|0.081386484|-0.01428221|-0.045905177|0.070926614|0.109742686|0.019477004|0.06965581|-0.015297077|0.05612707|-0.023766093|0.06833715|0.075357854|-0.09164881|-0.05452254|-0.031589787|0.10445397|-0.02189866|0.030848345|0.09676275|0.05772344|0.06893982|0.041611645|0.020687005|0.19903754|0.03876653|-0.0058709243|0.014944453|0.04003126|0.0046366164|-0.0635673|-0.012826637|0.03480775|-0.0019222726|-0.047781207|0.03223926|-0.033908535|0.009442|-0.038579337|0.016684582|-0.0639375|-0.032051075|-0.10468457|-0.0796453|-0.05021965|0.102870226|-0.053827465|-0.04475442|-0.06280071|-0.03931792|-0.06206402|0.043853287|0.07716864|-0.034755416|-0.09072314|0.022279344|-0.010595643|-0.025301073|-0.032568928|0.08136576|0.0576254|-0.029205108|0.14008783|-0.0020989329|-0.05889457|0.04380376|-0.06834568|-0.10678071|0.06044592|0.039748475|0.031228235|0.03582378|-0.099902846|-0.0070735402|-0.039426055|-0.060656533|-0.09885056|0.022835774|0.021389417|0.04543289
400;-0.07575105|-0.018578323|0.009778581|0.03909157|-0.022718202|-0.036607526|0.045908183|0.045085553|0.084876865|0.10423998|-0.09561761|0.029740548|0.06726415|0.07231895|-0.1006941|-0.042849965|0.09993687|-0.06491259|0.028937642|-0.06670561|-0.14586051|-0.0021485726|-0.055417266|0.11832974|-0.031633224|0.01368581|0.017911548|0.07481566|-0.062374774|0.04140838|-0.012568956|-0.002324706|0.06985222|-0.04143887|-0.03296029|-0.020847872|-0.09269064|0.048934843|-0.0675926|0.07862536|-0.0026361183|-0.024365883|-0.030149104|0.019174423|-0.0032908495|0.12186472|-0.023105865|0.013078122|-0.0068344027|-0.02564454|0.0016750826|0.109424844|-0.01258164|0.018801317|-0.00464453|-0.07329113|-0.055651765|0.019548172|-0.0046516354|-0.12447067|-0.04174103|0.10107509|-0.069527276|0.08320121|-0.015784858|-0.02260748|0.024585096|-0.0050855326|0.013843891|0.067101896|-0.10487094|0.025202544|0.1080125|0.04413701|0.021792242|-0.061929382|0.06928088|0.06431609|-0.09241091|0.014532274|-0.05375779|-0.005677037|0.07937242|-0.0062811296|0.0040061553|-0.08439726|-0.01722855|-0.04580617|-0.06365584|-0.02587382|-0.014634294|-0.0048328447|-0.07977242|-0.041574843|0.073187634|-0.038634248|0.08794649|-0.016018463|0.05564608|0.12622418
401;0.011909665|0.10318039|-0.023434363|-0.04904957|0.042174473|-0.069211125|0.012155703|0.049562514|0.0019076057|-0.093693934|0.027574932|-0.04915129|-0.16263816|0.100933455|-0.16145259|0.00636765|-0.043446243|0.11090468|0.008288015|-0.07715605|0.101781055|0.12061029|-0.0046857926|0.019283434|-0.11920716|0.04627786|-0.09857953|-0.014163046|-0.0010302018|-0.09034155|0.09564101|0.11696572|-0.15626796|0.07787854|-0.12051013|0.15155753|-0.070233054|0.063610666|-0.020264214|-0.0326898|0.010286286|-0.12297739|0.08158118|-0.12543702|0.030760871|0.08775641|0.06181334|-0.05335616|0.1378343|-0.07144575|0.026436592|0.025858646|0.1125149|0.06543529|0.0433248|0.0019540782|-0.020775126|0.02185808|-0.07049457|-0.012645904|-0.1105002|0.027920045|-0.008638603|0.030936358|-0.03687148|0.08346226|0.098848805|0.004838336|0.04048496|-0.033324584|0.13286212|-0.080260545|0.08213398|0.07809365|0.12395442|0.014753898|0.055542663|0.1511639|-0.046491288|0.014120908|0.15386994|-0.046167184|-0.11363234|0.046221007|0.008666255|0.07058705|-0.11913329|0.083585136|0.03264906|0.015708018|-0.02159608|0.11427284|-0.055924926|-0.0792046|-0.029666651|-0.0155474385|0.019525895|0.023225905|-0.18635115|-0.0104200635
402;-0.006576837|0.033600874|0.14607176|-0.0019334272|0.115265824|0.2182477|0.05010575|-0.06640263|-0.029287634|0.05594834|-0.117272735|0.11113737|-0.07922312|0.0020188089|-0.15518539|-0.07360102|-0.16337305|0.052670643|-0.042445738|0.06240698|0.028787982|-0.14079815|-0.08257671|0.061130352|-0.058555704|0.039282605|-0.06058554|-0.16178049|0.12364868|-0.07885932|0.049779233|0.034227155|-0.0414838|-0.08979229|-0.04776461|0.05491517|-0.042435106|0.013419591|-0.03064885|-0.10787934|-0.19698524|-0.09066294|-0.025246732|-0.020839758|0.045083858|0.0585762|-0.02848692|-0.019124052|0.047967125|0.096849255|0.10111865|-0.013460407|0.12285842|0.03967209|0.0401378|-0.006634254|0.02020531|0.02972258|0.08469045|0.09012297|0.13378741|0.02496755|0.017097507|0.061222848|0.024719985|0.014431431|-0.14677584|-0.1602741|0.06744576|-0.12086026|-0.1244409|0.13716663|0.04350171|-0.06608881|0.05031928|0.10650241|-0.028413579|-0.022614535|-0.004977386|0.1827815|-0.1303023|0.055765305|0.087390654|0.02520024|-0.041364394|-0.07908035|-0.22732262|0.0062147714|0.0470872|-0.0763272|0.11720027|-0.13132712|-0.09431767|0.04928627|-0.041526258|0.04229882|-0.061282966|0.09665793|0.035750903|0.009661288
403;-0.03592762|-0.0018674296|0.01664891|-0.026410595|-0.0595614|-0.034013778|0.03578321|-0.002720397|-0.03649162|-0.036399342|-0.114736885|-0.030620528|-0.005313169|0.013794584|0.10685114|0.004888531|0.1055079|0.03780441|-0.050396264|-0.03252823|-0.037512645|-0.1261576|-0.04389625|0.03114501|-0.055816017|0.0033775591|0.025967069|-0.1354455|-0.049877558|-0.10793871|-0.041405782|-0.020071127|-0.056975566|0.024561217|0.012986354|0.03395026|-0.09884339|0.11426168|0.10342638|-0.08511162|0.050110884|0.12944065|-0.029727835|-0.06620259|-0.022965465|0.07985432|-0.08522596|0.06835386|-0.0037858894|-0.024547234|0.07980503|0.03687512|-0.020739846|0.06547779|-0.02857225|0.03165466|-0.10893065|-0.10499834|0.16627114|0.1691674|-0.026019135|-0.026134089|0.04612615|0.068999484|-0.07542799|-0.010577381|0.1087205|0.12605183|0.07239173|0.09825853|0.0075134356|0.09624433|0.008433166|-0.028746381|0.026219277|-0.07883501|0.0065885223|-0.04237787|-0.05823188|0.049107525|-0.10463323|-0.05745901|-0.020693319|0.06657292|-0.03893045|0.0073410524|-0.09024753|0.0030964364|-0.07483501|-0.053809155|0.042115428|-0.11784375|-0.039799687|0.028980022|0.045001917|-0.102969415|-0.041672267|0.01855581|-0.06070412|0.009392718
404;0.15218438|0.24106635|-0.22527981|0.15331395|0.015554813|-0.12083375|-0.107464276|0.06567589|0.06761397|-0.28232765|-0.38112912|0.0821127|-0.13010758|0.10664999|0.352222|-0.10054508|-0.13937046|0.20456387|-0.25829026|-0.25685582|0.17887|0.10362918|0.5440934|0.122285396|0.035468023|0.17035107|0.100894436|-0.1896268|-0.027581848|-0.0034319982|-0.15997355|0.023091784|-0.1253788|-0.00594813|0.25992885|-0.24186605|0.11759025|0.18733978|0.13409834|0.30683213|0.02489277|-0.021190938|-0.101440005|-0.2809345|-0.069081075|0.023096917|-0.06939574|0.041256268|0.043927286|-0.06485734|-0.13263787|0.12539168|0.17652248|0.1492968|0.09889663|0.33232397|0.20680587|-0.21918508|0.11271209|0.112374984|0.20790848|0.104692444|-0.02816928|-0.18288821|0.12235985|0.06018851|0.08760786|0.00055925635|-0.022025255|-0.09094411|0.18741092|-0.28741276|-0.28959206|-0.05727704|0.13320613|0.016913487|-0.25674206|-0.2061606|0.09254106|-0.27406293|0.144503|0.23677494|0.246556|-0.03999377|0.07823726|0.13015234|-0.044607524|0.16616121|-0.22797766|-0.30077416|-0.1457431|-0.049967717|0.16980094|0.046557743|-0.007898825|0.052275755|-0.0034571253|0.13594288|-0.18514314|-0.19297649
405;0.09977777|-0.11364849|0.062309142|-0.14193913|0.15367913|0.08622657|0.059529137|-0.1909255|0.07661958|0.017023532|0.09992803|-0.019323688|-0.025937792|0.050967567|-0.18150145|0.04654847|-0.057060987|-0.13941306|0.14052778|0.10365511|-0.07938525|0.06054619|-0.073686644|-0.010855885|0.055523988|0.006281852|0.09468353|-0.10391363|0.1378436|0.10603324|-0.09578954|0.012174932|0.020718688|-0.08208241|0.022598417|0.090610966|-0.06286519|-0.08788829|-0.05809165|-0.017179826|-0.12974538|-0.16229084|-0.02336768|-0.027179657|-0.030923504|-0.16288882|-0.12984411|0.25618374|-0.19013877|-0.051500484|0.068896815|0.05895759|0.08708642|0.01319978|0.0972239|-0.007208063|0.12494805|0.14611275|-0.060357515|0.06105197|-0.08976556|-0.016747255|0.13400094|0.023020357|-0.051323444|0.09877802|0.115477905|-0.07405256|0.077632114|-0.0045096315|-0.13201767|-0.0018050361|-0.046734452|-0.053200204|0.0465326|0.01651494|-0.14554572|0.030679017|0.054209698|-0.11723844|-0.010977796|-0.03630111|-0.045470912|-0.07292357|-0.12766434|-0.12475269|-0.09614773|-0.062957585|0.040312424|0.026734376|0.030475859|-0.012780957|0.066406816|0.0049432996|-0.0019773382|0.0024363727|-0.02165134|0.07848905|0.13904779|-0.0029617678
406;-0.049128864|0.07071417|0.07449304|0.029295998|-0.14612776|0.13463157|-0.042796563|0.025658537|0.010501508|0.124896176|-0.025192857|0.17065452|-0.025057077|-0.10688289|0.10177705|0.07810025|0.1614378|0.03808923|-0.0825658|-0.18128964|0.063519396|0.051929895|0.07274868|0.07469307|-0.06389348|-0.15260443|-0.17472883|0.03392519|0.07562949|-0.089817315|-0.025749031|-0.033579394|-0.00650641|-0.044583067|0.03270282|0.045736134|-0.015520368|-0.010401045|0.13632475|0.025644146|-0.002578578|0.10168934|-0.059838507|0.033289835|-0.11615559|0.024530232|-0.016912268|0.01870184|-0.117021866|-0.091222994|-0.03479605|-0.06597855|-0.092864774|0.057254262|0.024088986|0.0283273|-0.019029563|0.08764403|-0.03853322|-0.0018624589|0.083465196|0.0118427435|0.11205155|0.09531298|0.058709443|-0.03620575|-0.013392953|0.026957933|0.04086156|0.028069891|0.08187313|-0.11040285|0.07605336|-0.03339478|-0.001500926|-0.10859689|0.05860134|-0.050548334|0.028066047|-0.01729962|0.08716893|0.0047910237|-0.04562476|-0.012394262|0.02219192|0.005387444|-0.049656186|-0.013376881|-0.03240763|0.09738979|-0.04691196|-0.06883804|0.13785058|0.06925345|0.04913347|0.052942667|0.11964643|0.04640595|-0.025737967|-0.108602345
407;0.0016927185|-0.055065945|-0.015807038|-0.10288795|-0.104104616|0.0027426477|-0.15401591|0.005044587|0.016089568|0.08584934|0.07643076|0.105730094|-0.033826727|0.05022534|-0.012459532|0.07720666|-0.07961991|0.1280164|0.025823124|-0.20797482|-0.09825335|-0.12320307|-0.05293785|0.08073761|-0.010080006|-0.16425554|-0.046961583|-0.015528229|-0.06931892|-0.10164014|-0.034815118|0.03895535|0.029643774|-0.049960725|0.068776846|0.07304437|-0.092350796|0.16010292|0.03003437|0.027781935|0.061778523|0.019935528|-0.02633134|0.048533823|0.07230887|-0.081962615|-0.29909638|0.05161749|-0.1542356|0.08728592|0.05678056|-0.18648444|0.009720877|-0.017905777|0.16561124|-0.009768976|-0.07176492|0.016367925|-0.2503959|0.04825298|-0.009303689|0.07753027|-0.05897809|-0.21952724|0.19456798|-0.101885416|-0.08058295|0.11275483|0.014893716|0.18695715|-0.11493836|-0.086412296|0.0810901|0.009976561|0.15766753|0.16784349|-0.076100335|-0.070447184|-0.020459149|0.043866914|-0.033769246|-0.20590298|-0.18375237|-0.08873113|-0.10682371|-0.11886993|0.066440135|-0.03930908|-0.06880185|-0.027767137|0.2088048|-0.0051002456|0.08101955|-0.010831696|0.055344936|-0.023218026|-0.14839028|-0.1369142|-0.10981039|0.05512521
